ID,Text,Label,Vulnerability Type,Timestamp
7314,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Privilege Escalation,2024-10-16 23:25:00
7315,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Exploit,2024-10-16 23:30:00
7316,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Port Scanning,2024-10-16 23:35:00
7317,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Malware,2024-10-16 23:40:00
7318,Malicious script execution attempt detected on /admin panel,1,Data Exfiltration,2024-10-16 23:45:00
7319,"Critical vulnerability found in system configuration, patch required",1,Brute Force,2024-10-16 23:50:00
7320,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Sensitive Data Leak,2024-10-16 23:55:00
7321,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,SSL Vulnerability,2024-10-17 00:00:00
7322,Internal user attempted to access restricted file server from port 22,1,Data Exfiltration,2024-10-17 00:05:00
7323,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Packet Flooding,2024-10-17 00:10:00
7324,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Exploit,2024-10-17 00:15:00
7325,Unusually high bandwidth usage detected between internal servers,1,Brute Force,2024-10-17 00:20:00
7326,Worm detected spreading through internal subnet 172.16.0.0/24,1,ARP Spoofing,2024-10-17 00:25:00
7327,Exploit attempt detected using outdated library version on web service,1,Port Scanning,2024-10-17 00:30:00
7328,Detected unauthorized software installation on company workstation,1,Phishing,2024-10-17 00:35:00
7329,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Packet Flooding,2024-10-17 00:40:00
7330,Detected SQL injection attempt on website query /login.php,1,Sensitive Data Leak,2024-10-17 00:45:00
7331,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Ransomware,2024-10-17 00:50:00
7332,"Spear phishing email received by employee, flagged for investigation",1,Brute Force,2024-10-17 00:55:00
7333,Detected unauthorized software installation on company workstation,1,ARP Spoofing,2024-10-17 01:00:00
7334,Unusually high bandwidth usage detected between internal servers,1,Exploit,2024-10-17 01:05:00
7335,SSL certificate expired for web service hosted on 203.0.113.20,1,Privilege Escalation,2024-10-17 01:10:00
7336,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,SQL Injection,2024-10-17 01:15:00
7337,Exploit attempt detected using outdated library version on web service,1,Reconnaissance,2024-10-17 01:20:00
7338,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Privilege Escalation,2024-10-17 01:25:00
7339,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Sensitive Data Leak,2024-10-17 01:30:00
7340,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Unauthorized Access,2024-10-17 01:35:00
7341,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Worm,2024-10-17 01:40:00
7342,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Packet Flooding,2024-10-17 01:45:00
7343,"Incoming request on port 8080, multiple failed login attempts detected",1,Privilege Escalation,2024-10-17 01:50:00
7344,Unusually high bandwidth usage detected between internal servers,1,SQL Injection,2024-10-17 01:55:00
7345,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Sensitive Data Leak,2024-10-17 02:00:00
7346,"Critical vulnerability found in system configuration, patch required",1,DDoS,2024-10-17 02:05:00
7347,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Privilege Escalation,2024-10-17 02:10:00
7348,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Unauthorized Access,2024-10-17 02:15:00
7349,Malicious script execution attempt detected on /admin panel,1,Privilege Escalation,2024-10-17 02:20:00
7350,Suspicious login detected at an unusual hour from 192.168.1.101,1,Worm,2024-10-17 02:25:00
7351,Malicious script execution attempt detected on /admin panel,1,SQL Injection,2024-10-17 02:30:00
7352,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Packet Flooding,2024-10-17 02:35:00
7353,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Sensitive Data Leak,2024-10-17 02:40:00
7354,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Privilege Escalation,2024-10-17 02:45:00
7355,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Packet Flooding,2024-10-17 02:50:00
7356,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Exploit,2024-10-17 02:55:00
7357,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Insider Threat,2024-10-17 03:00:00
7358,Malicious script execution attempt detected on /admin panel,1,Reconnaissance,2024-10-17 03:05:00
7359,Worm detected spreading through internal subnet 172.16.0.0/24,1,DDoS,2024-10-17 03:10:00
7360,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Brute Force,2024-10-17 03:15:00
7361,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Worm,2024-10-17 03:20:00
7362,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,ARP Spoofing,2024-10-17 03:25:00
7363,"Incoming request on port 8080, multiple failed login attempts detected",1,Data Exfiltration,2024-10-17 03:30:00
7364,Internal user attempted to access restricted file server from port 22,1,SQL Injection,2024-10-17 03:35:00
7365,Unusual traffic pattern detected on internal database server,0,None,2024-10-17 03:40:00
7366,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Malware,2024-10-17 03:45:00
7367,Unencrypted sensitive data transmission detected from port 25 to port 587,1,ARP Spoofing,2024-10-17 03:50:00
7368,Suspicious login detected at an unusual hour from 192.168.1.101,1,DDoS,2024-10-17 03:55:00
7369,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Ransomware,2024-10-17 04:00:00
7370,Detected unauthorized software installation on company workstation,1,SSL Vulnerability,2024-10-17 04:05:00
7371,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Data Exfiltration,2024-10-17 04:10:00
7372,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Phishing,2024-10-17 04:15:00
7373,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Data Exfiltration,2024-10-17 04:20:00
7374,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Worm,2024-10-17 04:25:00
7375,Suspicious login detected at an unusual hour from 192.168.1.101,1,ARP Spoofing,2024-10-17 04:30:00
7376,Detected SQL injection attempt on website query /login.php,1,Port Scanning,2024-10-17 04:35:00
7377,Unusual traffic pattern detected on internal database server,0,None,2024-10-17 04:40:00
7378,Email received with suspicious attachment from unknown source,1,Reconnaissance,2024-10-17 04:45:00
7379,Data leakage prevention alert triggered by outbound sensitive data,1,Worm,2024-10-17 04:50:00
7380,Unusual traffic pattern detected on internal database server,0,None,2024-10-17 04:55:00
7381,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Privilege Escalation,2024-10-17 05:00:00
7382,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,SSL Vulnerability,2024-10-17 05:05:00
7383,Unusually high bandwidth usage detected between internal servers,1,Brute Force,2024-10-17 05:10:00
7384,SSL certificate expired for web service hosted on 203.0.113.20,1,SQL Injection,2024-10-17 05:15:00
7385,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Packet Flooding,2024-10-17 05:20:00
7386,Malicious script execution attempt detected on /admin panel,1,SSL Vulnerability,2024-10-17 05:25:00
7387,Worm detected spreading through internal subnet 172.16.0.0/24,1,Insider Threat,2024-10-17 05:30:00
7388,"Incoming request on port 8080, multiple failed login attempts detected",1,SQL Injection,2024-10-17 05:35:00
7389,"Critical vulnerability found in system configuration, patch required",1,ARP Spoofing,2024-10-17 05:40:00
7390,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Data Exfiltration,2024-10-17 05:45:00
7391,Unusual traffic pattern detected on internal database server,1,Insider Threat,2024-10-17 05:50:00
7392,Worm detected spreading through internal subnet 172.16.0.0/24,1,Reconnaissance,2024-10-17 05:55:00
7393,Exploit attempt detected using outdated library version on web service,1,Reconnaissance,2024-10-17 06:00:00
7394,SSL certificate expired for web service hosted on 203.0.113.20,1,Phishing,2024-10-17 06:05:00
7395,Worm detected spreading through internal subnet 172.16.0.0/24,1,SSL Vulnerability,2024-10-17 06:10:00
7396,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Exploit,2024-10-17 06:15:00
7397,"Spear phishing email received by employee, flagged for investigation",1,Malware,2024-10-17 06:20:00
7398,Internal user attempted to access restricted file server from port 22,1,Port Scanning,2024-10-17 06:25:00
7399,Internal user attempted to access restricted file server from port 22,1,DDoS,2024-10-17 06:30:00
7400,Worm detected spreading through internal subnet 172.16.0.0/24,1,Packet Flooding,2024-10-17 06:35:00
7401,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Data Exfiltration,2024-10-17 06:40:00
7402,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Data Exfiltration,2024-10-17 06:45:00
7403,"Spear phishing email received by employee, flagged for investigation",1,Brute Force,2024-10-17 06:50:00
7404,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Malware,2024-10-17 06:55:00
7405,Detected SQL injection attempt on website query /login.php,1,Packet Flooding,2024-10-17 07:00:00
7406,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Phishing,2024-10-17 07:05:00
7407,Malicious script execution attempt detected on /admin panel,1,Port Scanning,2024-10-17 07:10:00
7408,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Worm,2024-10-17 07:15:00
7409,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Worm,2024-10-17 07:20:00
7410,Internal user attempted to access restricted file server from port 22,1,ARP Spoofing,2024-10-17 07:25:00
7411,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Packet Flooding,2024-10-17 07:30:00
7412,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Reconnaissance,2024-10-17 07:35:00
7413,Malicious script execution attempt detected on /admin panel,1,Data Exfiltration,2024-10-17 07:40:00
7414,Internal user attempted to access restricted file server from port 22,1,Ransomware,2024-10-17 07:45:00
7415,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Ransomware,2024-10-17 07:50:00
7416,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Malware,2024-10-17 07:55:00
7417,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Port Scanning,2024-10-17 08:00:00
7418,Unusually high bandwidth usage detected between internal servers,1,Malware,2024-10-17 08:05:00
7419,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Sensitive Data Leak,2024-10-17 08:10:00
7420,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Sensitive Data Leak,2024-10-17 08:15:00
7421,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Sensitive Data Leak,2024-10-17 08:20:00
7422,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,DDoS,2024-10-17 08:25:00
7423,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Ransomware,2024-10-17 08:30:00
7424,Unusual traffic pattern detected on internal database server,1,Unauthorized Access,2024-10-17 08:35:00
7425,Suspicious login detected at an unusual hour from 192.168.1.101,1,Exploit,2024-10-17 08:40:00
7426,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,SSL Vulnerability,2024-10-17 08:45:00
7427,Unusually high bandwidth usage detected between internal servers,1,Ransomware,2024-10-17 08:50:00
7428,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,DDoS,2024-10-17 08:55:00
7429,"Incoming request on port 8080, multiple failed login attempts detected",1,Brute Force,2024-10-17 09:00:00
7430,Email received with suspicious attachment from unknown source,1,SQL Injection,2024-10-17 09:05:00
7431,Internal user attempted to access restricted file server from port 22,1,Reconnaissance,2024-10-17 09:10:00
7432,Data leakage prevention alert triggered by outbound sensitive data,1,Sensitive Data Leak,2024-10-17 09:15:00
7433,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Phishing,2024-10-17 09:20:00
7434,Suspicious login detected at an unusual hour from 192.168.1.101,1,Phishing,2024-10-17 09:25:00
7435,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Malware,2024-10-17 09:30:00
7436,"Incoming request on port 8080, multiple failed login attempts detected",1,Exploit,2024-10-17 09:35:00
7437,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Insider Threat,2024-10-17 09:40:00
7438,Suspicious login detected at an unusual hour from 192.168.1.101,0,None,2024-10-17 09:45:00
7439,"Critical vulnerability found in system configuration, patch required",1,Sensitive Data Leak,2024-10-17 09:50:00
7440,Email received with suspicious attachment from unknown source,1,Exploit,2024-10-17 09:55:00
7441,Internal user attempted to access restricted file server from port 22,1,Data Exfiltration,2024-10-17 10:00:00
7442,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,SSL Vulnerability,2024-10-17 10:05:00
7443,Malicious script execution attempt detected on /admin panel,1,Privilege Escalation,2024-10-17 10:10:00
7444,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Sensitive Data Leak,2024-10-17 10:15:00
7445,"Spear phishing email received by employee, flagged for investigation",1,Worm,2024-10-17 10:20:00
7446,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,ARP Spoofing,2024-10-17 10:25:00
